scenario_id,resource,difficulty,compliant,violations,nist_controls,intent
scenario_110,"aws_s3_bucket, aws_s3_bucket_logging",2,False,"missing_encryption, public_access_not_blocked","SC-28, AU-2","has one aws_s3_bucket resource
with bucket

has one aws_s3_bucket_logging resource
with bucket
with "
scenario_111,"aws_s3_bucket, aws_s3_bucket_object_lock_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","has one aws_s3_bucket resource
with bucket

has one aws_s3_bucket_object_lock_configuration resource"
scenario_112,"aws_s3_bucket, aws_s3_bucket_object_lock_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","has one aws_s3_bucket resource
with bucket

has one aws_s3_bucket_object_lock_configuration resource"
scenario_113,"aws_s3_bucket, aws_s3_bucket_request_payment_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","has one aws_s3_bucket resource
with bucket

has one aws_s3_bucket_request_payment_configuration reso"
scenario_114,"aws_s3_bucket, aws_s3_bucket_public_access_block",2,False,"missing_encryption, missing_logging","AC-6, AC-3, SC-28, AU-12","has one aws_s3_bucket resource
with bucket

has one aws_s3_bucket_public_access_block resource
with "
scenario_115,"aws_s3_bucket, aws_s3_bucket, aws_s3_bucket_acl, aws_s3_bucket_ownership_controls, aws_s3_bucket_policy, aws_s3_bucket_public_access_block",5,False,"missing_encryption, missing_logging, wildcard_permission","AC-6, AC-3, SC-28, AU-12","has one aws_s3_bucket resource
with bucket

has one aws_s3_bucket_acl resource
with bucket
with acl
"
scenario_116,"aws_s3_bucket, aws_s3_bucket_acl, aws_s3_bucket_policy",3,False,"missing_encryption, missing_logging, wildcard_permission, public_access_not_blocked","AC-6, SC-28, AU-12","Resource ""aws_s3_bucket""
has one ""bucket""

Resource ""aws_s3_bucket_acl""
has one ""bucket""
has one ""ac"
scenario_117,"aws_s3_bucket, aws_s3_bucket_notification, aws_sns_topic, aws_iam_policy_document",3,False,"missing_encryption, missing_logging, public_access_not_blocked","AC-6, SC-28, AU-12","Data ""aws_iam_policy_document""
has one ""effect""
has one ""principals"" 
has one ""actions""
has one ""res"
scenario_118,"aws_s3_bucket, aws_s3_bucket_object_lock_configuration, aws_s3_bucket_versioning",3,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Resource ""aws_s3_bucket""
has one ""bucket""

Resource ""aws_s3_bucket_versioning""
has one ""bucket""
with"
scenario_119,"aws_kms_key, aws_s3_bucket, aws_s3_bucket_server_side_encryption_configuration",2,False,"missing_encryption, missing_logging, public_access_not_blocked",AU-12,"Resource ""aws_kms_key""
has one ""description""
has one ""deletion_window_in_days""

Resource ""aws_s3_buc"
scenario_120,"aws_s3_bucket, aws_s3_bucket_acl, aws_s3_bucket_ownership_controls",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Resource ""aws_s3_bucket""
has one ""bucket""

Resource ""aws_s3_bucket_ownership_controls""
has one ""buck"
scenario_121,"aws_s3_bucket, aws_s3_bucket, aws_s3_bucket_acl, aws_s3_bucket_acl, aws_s3_bucket_logging",3,False,"missing_encryption, public_access_not_blocked","SC-28, AU-2","Resource ""aws_s3_bucket""
has one ""bucket""

Resource ""aws_s3_bucket_acl"" 
has one ""bucket""
has one ""a"
scenario_122,aws_s3_bucket_object,1,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Resource ""aws_s3_bucket_object""
has one ""bucket""
has one ""key""
has one ""source""
has one ""etag"""
scenario_123,"aws_s3_bucket, aws_s3_bucket_ownership_controls",2,False,"missing_encryption, missing_logging, public_access_not_blocked","SC-28, AU-12","Resource ""aws_s3_bucket"" 
has one ""bucket""

Resource ""aws_s3_bucket_ownership_controls""
has one ""buc"
scenario_124,aws_ami,2,True,none,NONE,create aws_ami resource with name = any
scenario_125,aws_ami,2,True,none,NONE,create aws_ami resource with name = any
scenario_126,"aws_instance, aws_ami",3,True,none,NONE,create aws_ami resource with cpu_count = 2 and cores_per_thread=2
scenario_127,"aws_instance, aws_instance, aws_subnet, aws_subnet, aws_vpc, aws_ami",4,True,none,AC-6,"Create a VPC, 2 subnets, and ec2 instance in each subnet with latest Amazon Linux 2 AMI, with t2.mic"
scenario_128,"aws_autoscaling_group, aws_ec2_fleet, aws_launch_template, aws_subnet, aws_subnet, aws_vpc, aws_ami",5,True,none,"AC-6, AC-3","Create VPC, public subnet in the VPC, private subnet in the VPC, aws_ec2_fleet with 5 spot and 4 on "
scenario_129,"aws_db_instance, aws_instance, aws_instance, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3",
scenario_130,"aws_efs_file_system, aws_efs_mount_target, aws_efs_mount_target, aws_instance, aws_instance, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,True,none,AC-6,
scenario_131,"aws_instance, aws_placement_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",4,True,none,"AC-6, AC-3",
scenario_132,aws_elasticache_cluster,2,True,none,NONE,"requires cluster id, engine=memcached, node_type, num_cache_nodes, parameter_group_name"
scenario_133,aws_elasticache_cluster,1,True,none,NONE,"requires cluster id, engine=redis, node_type, num_cache_nodes, parameter_group_name"
scenario_134,aws_elasticache_user,1,True,none,NONE,"requires access string, engine = REDIS, user id and user name"
scenario_135,aws_elasticache_user,1,True,none,AC-6,"requires access string, engine = REDIS, user id and user name, authentication_mode {type = ""iam""}"
scenario_136,aws_elasticache_user,2,True,none,NONE,"requires access string, engine = REDIS, user id and user name, authentication_mode {type= ""password"""
scenario_137,"aws_elasticache_user, aws_elasticache_user_group",2,True,none,NONE,"creates elasticache user resources(requires access string, engine = REDIS, user id and user name) an"
scenario_138,"aws_elasticache_user, aws_elasticache_user, aws_elasticache_user_group, aws_elasticache_user_group_association",3,True,none,NONE,creates elasticache user group and a user resource then associates the 2 using ids
scenario_139,aws_redshift_cluster,1,True,none,NONE,"Has an aws_redshift_cluster resource and check cluster_type is ""single_node"" or number of nodes is 1"
scenario_140,"aws_redshift_cluster, aws_redshift_usage_limit",2,True,none,NONE,"Has an aws_redshift_cluster resource and check cluster_type is ""single_node"" or number of nodes is 2"
scenario_141,"aws_redshift_cluster, aws_redshift_endpoint_authorization",2,True,none,NONE,Has an aws_redshift_resouce with 2 nodes and creates a aws_redshift_endpoint_authorization resource 
scenario_142,"aws_redshift_cluster, aws_redshift_snapshot_schedule, aws_redshift_snapshot_schedule_association",2,True,none,NONE,Has an aws_redshift resouce with 1 node and aws_redshift_snapshot_schedule resource with rate set to
scenario_143,"aws_redshift_subnet_group, aws_subnet, aws_subnet, aws_vpc",3,True,none,NONE,"Create a VPC, create 2 subnets (1 in east1a and 1 in east1b) then create a redshift_subnet_group"
scenario_144,"aws_internet_gateway, aws_redshift_cluster, aws_redshift_subnet_group, aws_subnet, aws_subnet, aws_vpc",4,True,none,"AC-6, AC-3","Create a VPC, create internet_gateway,create 2 subnets (1 in east1a and 1 in east1b) then create a r"
scenario_145,aws_redshift_cluster,2,True,none,NONE,Creates a redshift_clluster in us-east-1 and a snapshot_copy in us-east-2
scenario_146,"aws_iam_role, aws_iam_role_policy_attachment, aws_redshift_cluster, aws_redshift_cluster_iam_roles",3,True,none,AC-6,"Create a aws_iam_role, aws_redshift_cluster, and attach the role to the cluster"
scenario_147,"aws_redshift_cluster, aws_redshift_resource_policy",3,True,none,AC-6,Create a redshift cluster and a aws_reedshift_resource_poliicy attached to it
scenario_148,"aws_redshift_cluster, aws_redshift_endpoint_access, aws_redshift_subnet_group, aws_subnet, aws_subnet, aws_vpc",4,True,none,"AC-6, AC-3",Create a cluster and a endpoint associated with it
scenario_149,"aws_iam_role, aws_lambda_function, archive_file, aws_iam_policy_document",3,True,none,AC-6,"Needs to have a defined IAM role. Data for a .zip file, with source file = lambda.js, function name "
scenario_150,"aws_iam_role, aws_lambda_function, aws_lambda_function_url, archive_file, aws_iam_policy_document",3,True,none,AC-6,"Needs an aws_lambda_function defined(IAM role, zip). aws_lambda_function_url must have an authorizat"
scenario_151,"aws_iam_role, aws_lambda_function, aws_lambda_invocation, archive_file, aws_iam_policy_document",3,True,none,AC-6,"Needs to have an aws_lambda_function defined (IAM role, zip). Use aws_lambda_invocation on the delca"
scenario_152,"aws_dynamodb_table, aws_iam_role, aws_lambda_alias, aws_lambda_function, archive_file, aws_iam_policy_document",4,False,missing_encryption,"AC-6, SC-28","Needs to have an aws_lambda_function defined (IAM role, zip). Use aws_lambda_alias (need name, funct"
scenario_153,"aws_dynamodb_table, aws_iam_role, aws_lambda_event_source_mapping, aws_lambda_function, archive_file, aws_iam_policy_document",4,False,missing_encryption,"AC-6, SC-28","Needs to have an aws_lambda_function defined (IAM role, zip). Create a DynamoDB table. Create lambda"
scenario_154,aws_lambda_layer_version,1,True,none,NONE,"Create a aws_lambda_layer_version by using file_name = ""lambda_layer_payload.zip"". Layer name can be"
scenario_155,"aws_cloudwatch_event_rule, aws_cloudwatch_event_target, aws_iam_role, aws_lambda_function, aws_lambda_permission, archive_file, aws_iam_policy_document",4,True,none,"AC-6, AU-2",Needs to have an aws_lambda_function defined. Create a aws_cloudwatch_event_rule to trigger every 15
scenario_156,"aws_cloudwatch_event_rule, aws_cloudwatch_event_target, aws_iam_role, aws_lambda_function, archive_file, aws_iam_policy_document",4,True,none,"AC-6, AU-2",Needs to have an aws_lambda_function defined. Create a aws_cloudwatch_event_rule to trigger on EC2 c
scenario_157,"aws_iam_role, aws_lambda_function, archive_file, aws_iam_policy_document",3,True,none,AC-6,"Create aws_lambda_function (IAM, zip)."
scenario_158,"aws_iam_role, aws_lambda_function, archive_file, aws_iam_policy_document",3,True,none,AC-6,"Create aws_lambda_function (IAM, zip)."
scenario_159,"aws_cloudwatch_composite_alarm, aws_cloudwatch_metric_alarm",2,True,none,AU-2,Creates an aws_cloudwatch_composite_alarm which requires at least one other aws_cloudwatch_metric_al
scenario_160,aws_cloudwatch_metric_alarm,2,True,none,AU-2,Createsr a aws_cloudwatch_metric_alarm
scenario_161,aws_cloudwatch_metric_alarm,2,True,none,AU-2,
scenario_162,aws_dynamodb_contributor_insights,1,False,missing_encryption,SC-28,Create a DynamoDB table and enable contributor insights
scenario_163,"aws_dynamodb_global_table, aws_dynamodb_table, aws_dynamodb_table",4,False,missing_encryption,"AC-6, SC-28",Create a DynamoDB Global Table v1(requires a name and at least one replica (regions))
scenario_164,"aws_dynamodb_kinesis_streaming_destination, aws_dynamodb_table, aws_kinesis_stream",2,False,missing_encryption,SC-28,"create a stream_arn (name), dynamodb table(hash_key, name, attribute (name, type)), create the kines"
scenario_165,aws_dynamodb_table,3,False,missing_encryption,SC-28,"dynamodb table -> hash_key, name, attribute (name, type), read_capacity = 20, write_capacity = 20"
scenario_166,"aws_dynamodb_table, aws_dynamodb_table_item",3,False,missing_encryption,SC-28,"dynamodb table -> hash_key, name, attribute (name, type), read_capacity = x, write_capacity = x, cre"
scenario_167,"aws_dynamodb_table, aws_dynamodb_table_replica",3,False,missing_encryption,SC-28,"dynamodb table -> hash_key, name, attribute (name, type) -> create a repilca with the table arn"
scenario_168,"aws_dax_cluster, aws_iam_role",3,True,none,AC-6,"require a cluster name, iam_role_arn, node_type, replication factor"
scenario_169,aws_dax_parameter_group,2,True,none,NONE,"require name of the group, list of parameters (key, value) pairs"
scenario_170,"aws_dax_subnet_group, aws_subnet, aws_subnet, aws_vpc",3,True,none,NONE,create subnets -> create subnet groups
scenario_171,aws_dynamodb_table,1,False,missing_encryption,SC-28,"dynamodb table -> hash_key, name, attribute (name, type), billing mode pay per read"
scenario_172,"aws_iam_role, aws_sagemaker_domain, aws_subnet, aws_vpc, aws_iam_policy_document",3,True,none,AC-6,Has a sagemaker domain resources which requires a an iam role and a subnet
scenario_173,"aws_iam_role, aws_sagemaker_domain, aws_sagemaker_user_profile, aws_subnet, aws_vpc, aws_iam_policy_document",4,True,none,AC-6,Has a sagemaker user profile resource which depends on a sagemaker domain resource
scenario_174,"aws_iam_role, aws_sagemaker_domain, aws_sagemaker_space, aws_subnet, aws_vpc, aws_iam_policy_document",4,True,none,AC-6,
scenario_175,"aws_iam_role, aws_sagemaker_app, aws_sagemaker_domain, aws_sagemaker_user_profile, aws_subnet, aws_vpc, aws_iam_policy_document",5,True,none,AC-6,
scenario_176,aws_sagemaker_code_repository,1,True,none,NONE,
scenario_177,"aws_iam_role, aws_sagemaker_image, aws_iam_policy_document",2,True,none,AC-6,
scenario_178,"aws_iam_role, aws_sagemaker_model, aws_iam_policy_document, aws_sagemaker_prebuilt_ecr_image",3,True,none,AC-6,
scenario_179,"aws_iam_role, aws_sagemaker_notebook_instance, aws_iam_policy_document, aws_sagemaker_prebuilt_ecr_image",3,True,none,AC-6,
scenario_180,"aws_iam_role, aws_sagemaker_code_repository, aws_sagemaker_notebook_instance, aws_iam_policy_document, aws_sagemaker_prebuilt_ecr_image",3,True,none,AC-6,
scenario_181,"aws_iam_role, aws_sagemaker_pipeline, aws_iam_policy_document, aws_sagemaker_prebuilt_ecr_image",3,True,none,AC-6,
scenario_182,aws_sagemaker_human_task_ui,1,True,none,NONE,
scenario_183,"aws_iam_role, aws_sagemaker_endpoint_configuration, aws_sagemaker_model, aws_iam_policy_document, aws_sagemaker_prebuilt_ecr_image",3,True,none,AC-6,
scenario_184,"aws_iam_role, aws_sagemaker_endpoint, aws_sagemaker_endpoint_configuration, aws_sagemaker_model, aws_iam_policy_document, aws_sagemaker_prebuilt_ecr_image",3,True,none,AC-6,
scenario_185,"aws_iam_role, aws_lambda_function, archive_file, aws_iam_policy_document",3,True,none,AC-6,"Needs to have a defined IAM role. Data for a .zip file, with source file = lambda.js, function name "
scenario_186,"aws_instance, aws_ami",3,True,none,NONE,create aws_ami resource with cpu_count = 2 and cores_per_thread=2
scenario_187,aws_ami,1,True,none,NONE,create aws_ami resource with name = any
scenario_188,"aws_instance, aws_instance, aws_subnet, aws_subnet, aws_vpc, aws_ami",4,True,none,AC-6,"Create a VPC, 2 subnets, and ec2 instance in each subnet with latest Amazon Linux 2 AMI, with t2.mic"
scenario_189,"aws_autoscaling_group, aws_ec2_fleet, aws_launch_template, aws_subnet, aws_subnet, aws_vpc, aws_ami",5,True,none,"AC-6, AC-3","Create VPC, public subnet in the VPC, private subnet in the VPC, aws_ec2_fleet with 5 spot and 4 on "
scenario_190,"aws_db_instance, aws_instance, aws_instance, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3",
scenario_191,"aws_efs_file_system, aws_efs_mount_target, aws_efs_mount_target, aws_instance, aws_instance, aws_security_group, aws_subnet, aws_subnet, aws_vpc",6,True,none,AC-6,
scenario_192,"aws_instance, aws_placement_group, aws_security_group, aws_subnet, aws_subnet, aws_vpc",4,True,none,"AC-6, AC-3",
scenario_193,aws_elasticache_cluster,1,True,none,NONE,"requires cluster id, engine=memcached, node_type, num_cache_nodes, parameter_group_name"
scenario_194,aws_elasticache_user,1,True,none,NONE,"requires access string, engine = REDIS, user id and user name"
scenario_195,aws_elasticache_user,1,True,none,AC-6,"requires access string, engine = REDIS, user id and user name, authentication_mode {type = ""iam""}"
scenario_196,aws_elasticache_user,2,True,none,NONE,"requires access string, engine = REDIS, user id and user name, authentication_mode {type= ""password"""
scenario_197,"aws_elasticache_user, aws_elasticache_user_group",2,True,none,NONE,
scenario_198,aws_dynamodb_contributor_insights,1,False,missing_encryption,SC-28,Create a DynamoDB table and enable contributor insights
scenario_199,"aws_dax_cluster, aws_iam_role",3,True,none,AC-6,"require a cluster name, iam_role_arn, node_type, replication factor"
scenario_200,"aws_msk_cluster, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",6,True,none,"AC-6, AC-3","Has one ""aws_msk_cluster"" resource
with one ""number_of_broker_nodes"" = 3"
scenario_201,"aws_msk_cluster, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",6,True,none,"AC-6, AC-3","Has one ""aws_msk_cluster"" resource
with one ""number_of_broker_nodes"" = 3
Requires aws provider with "
scenario_202,"aws_msk_cluster, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",6,True,none,"AC-6, AC-3","Has one ""aws_msk_cluster"" resource
with one ""number_of_broker_nodes"" = 3
Requires aws provider with "
scenario_203,"aws_cloudwatch_log_group, aws_msk_cluster, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",6,True,none,"AC-6, AC-3, AU-2","Has one ""aws_msk_cluster"" resource
with one ""logging_info""
with one ""broker_logs""
with one ""cloudwat"
scenario_204,"aws_cloudwatch_log_group, aws_msk_cluster, aws_s3_bucket, aws_s3_bucket_acl, aws_s3_bucket_ownership_controls, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",6,False,"missing_encryption, public_access_not_blocked","AC-6, AC-3, SC-28, AU-2","Has one ""aws_msk_cluster"" resource
with one ""logging_info""
with one ""broker_logs""
with one ""s3""
with"
scenario_205,"aws_iam_role, aws_kinesis_firehose_delivery_stream, aws_msk_cluster, aws_s3_bucket, aws_s3_bucket_acl, aws_s3_bucket_ownership_controls, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones, aws_iam_policy_document",6,False,"missing_encryption, public_access_not_blocked","AC-6, AC-3, SC-28","Has one ""aws_msk_cluster"" resource
with one ""logging_info""
with one ""broker_logs""
with one ""firehose"
scenario_206,"aws_kms_key, aws_msk_cluster, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",6,True,none,"AC-6, AC-3","Has one ""aws_msk_cluster"" resource
with one ""encryption_info""
with one ""encryption_at_rest_kms_key_a"
scenario_207,"aws_msk_cluster, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones, aws_iam_policy_document",6,True,none,"AC-6, AC-3","Has one ""aws_msk_cluster"" resource
with one ""open_monitoring""
with one ""prometheus""
with one ""jmx_ex"
scenario_208,"aws_msk_serverless_cluster, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",5,True,none,"AC-6, AC-3","Has one ""aws_msk_serverless_cluster"" resource
Requires aws provider with alias of ""aws"" with a regio"
scenario_209,"aws_msk_serverless_cluster, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",5,True,none,"AC-6, AC-3","Has one ""aws_msk_serverless_cluster"" resource
with one ""vpc_config""
with one ""subnet_ids"" with 6 ref"
scenario_210,"aws_msk_serverless_cluster, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",5,True,none,"AC-6, AC-3","Has one ""aws_msk_serverless_cluster"" resource
with one ""vpc_config""
with one ""subnet_ids"" with 6 ref"
scenario_211,"aws_msk_serverless_cluster, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",5,True,none,"AC-6, AC-3","Has one ""aws_msk_serverless_cluster"" resource
Requires aws provider with alias of ""aws"" with a regio"
scenario_212,"aws_cloudwatch_log_group, aws_iam_role, aws_kinesis_firehose_delivery_stream, aws_kms_key, aws_msk_cluster, aws_s3_bucket, aws_s3_bucket_acl, aws_s3_bucket_ownership_controls, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones, aws_iam_policy_document",6,False,"missing_encryption, public_access_not_blocked","AC-6, AC-3, AU-2","Has one ""aws_msk_cluster"" resource
with one ""number_of_broker_nodes"" = 3
with one ""logging_info""
wit"
scenario_213,"aws_iam_role, aws_msk_cluster, aws_mskconnect_connector, aws_mskconnect_custom_plugin, aws_s3_bucket, aws_s3_object, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones",6,False,"missing_encryption, public_access_not_blocked","AC-6, AC-3","Has one ""aws_mskconnect_custom_plugin"" resource
with one ""content_type"" = ""ZIP""
with one ""location""
"
scenario_214,"aws_cloudwatch_log_group, aws_iam_role, aws_iam_role, aws_kinesis_firehose_delivery_stream, aws_kms_key, aws_msk_cluster, aws_mskconnect_connector, aws_mskconnect_custom_plugin, aws_s3_bucket, aws_s3_bucket, aws_s3_bucket_acl, aws_s3_bucket_ownership_controls, aws_s3_object, aws_security_group, aws_subnet, aws_subnet, aws_subnet, aws_vpc, aws_availability_zones, aws_iam_policy_document",6,False,"missing_encryption, public_access_not_blocked","AC-6, AC-3, AU-2","Has one ""aws_msk_cluster"" resource
with one ""number_of_broker_nodes"" = 3
with one ""logging_info""
wit"
scenario_215,"aws_rds_cluster, aws_vpc",3,False,missing_encryption,SC-28,"Has a aws_rds_cluster with engine==""aurora-mysql"""
scenario_216,"aws_rds_cluster, aws_vpc",3,False,missing_encryption,SC-28,"Has a aws_rds_cluster with engine==""aurora-postgresql"""
scenario_217,"aws_rds_cluster, aws_vpc",3,False,missing_encryption,SC-28,"Has one ""aws_rds_cluster"" resource
with one ""allocated_storage"" = 100"
scenario_218,"aws_rds_cluster, aws_vpc",3,False,missing_encryption,SC-28,"Has one ""aws_rds_cluster"" resource
with one ""allocated_storage"" = 100
with one ""availability_zones"" "
scenario_219,"aws_db_instance, aws_vpc",3,True,none,NONE,"Has one ""aws_db_instance"" resource
with one ""engine"" = ""mysql"""
scenario_220,aws_db_instance,3,True,none,NONE,"Has one ""aws_db_instance"" resource
with one ""engine"" = ""postgres"""
scenario_221,aws_dynamodb_table,3,False,missing_encryption,SC-28,"Has one ""aws_dynamodb_table"" resource
"
scenario_222,aws_dynamodb_table,3,False,missing_encryption,SC-28,"Has one ""aws_dynamodb_table"" resource
with one ""replica""
with one ""region_name"" = ""us-east-2""
with o"
scenario_223,aws_dynamodb_table,3,False,missing_encryption,SC-28,"Has one ""aws_dynamodb_table"" resource
with one ""point_in_time_recovery""
with one ""enabled"" = true"
scenario_224,"aws_dynamodb_global_table, aws_dynamodb_table, aws_dynamodb_table",4,False,missing_encryption,"AC-6, SC-28","Has one ""aws_dynamodb_global_table"" resource
with one ""replica""
with one ""region_name"" = ""us-east-1"""
scenario_225,aws_dynamodb_table,3,False,missing_encryption,SC-28,"Has one ""aws_dynamodb_table"" resource
with one ""read_capacity"" = 10
with one ""write_capacity"" = 10"
scenario_226,"aws_dax_cluster, aws_iam_role",3,True,none,AC-6,"has one ""aws_dax_cluster"""
scenario_227,aws_dax_parameter_group,2,True,none,NONE,"Has one ""aws_dax_parameter_group"""
scenario_228,"aws_dax_subnet_group, aws_subnet, aws_subnet, aws_vpc",3,True,none,NONE,"Has one ""aws_dax_subnet_group"""
scenario_229,aws_dynamodb_table,2,False,missing_encryption,SC-28,"Has one ""aws_dynamodb_table"" resource
with one ""point_in_time_recovery"" with ""enabled"" = true"
scenario_230,aws_dynamodb_table,2,False,missing_encryption,SC-28,"Has one ""aws_dynamodb_table"" resource
with one ""ttl""
with one ""attribute_name"" = ""custom_ttl_attribu"
scenario_231,aws_dynamodb_table,2,False,missing_encryption,NONE,"Has one ""aws_dynamodb_table"" resource
with one ""server_side_encryption""
with one ""enabled"" = true"
scenario_232,aws_dynamodb_table,2,False,missing_encryption,SC-28,"Has one ""aws_dynamodb_table"" resource
with one ""stream_enabled"" = true
with one ""stream_view_type"" ="
scenario_233,aws_vpc,1,True,none,NONE,"Has one resource ""aws_vpc""        
with one ""cidr_block"" with any valid IPv4 address
with one ""assig"
scenario_234,"aws_internet_gateway, aws_vpc",2,True,none,NONE,"Has one resource ""aws_vpc""

Has one resource ""aws_internet_gateway""
with one ""vpc_id"" with value ""aw"
scenario_235,"aws_egress_only_internet_gateway, aws_vpc",2,True,none,NONE,"Has one resource ""aws_vpc""

Has one resource ""aws_egress_only_internet_gateway""
with one ""vpc_id"" wi"
scenario_236,"aws_subnet, aws_subnet, aws_vpc",2,True,none,NONE,"Has one resource ""aws_vpc""

Has one resource ""aws_subnet""
with one ""vpc_id"" with value ""aws_vpc.{VPC"
scenario_237,"aws_network_acl, aws_subnet, aws_vpc",3,True,none,NONE,"Has one resource ""aws_vpc""

Has one resource ""aws_subnet""
with one ""vpc_id"" with value ""aws_vpc.{VPC"
scenario_238,"aws_vpc, aws_vpc, aws_vpc_peering_connection",2,True,none,NONE,"Has two resources ""aws_vpc""

Has one resource ""aws_vpc_peering_connection""
with one ""vpc_id"" with va"
scenario_239,"aws_internet_gateway, aws_route_table, aws_vpc",2,True,none,NONE,"Has one resource ""aws_vpc""

Has one resource ""aws_internet_gateway""
with one ""vpc_id"" with value ""aw"
scenario_240,"aws_instance, aws_subnet, aws_vpc, aws_ami",3,True,none,AC-3,"Has one resource ""aws_vpc""

Has one resource ""aws_subnet""
with one ""vpc_id"" with value ""aws_vpc.{VPC"
scenario_241,"aws_neptune_cluster, aws_neptune_cluster_parameter_group",2,True,none,AC-6,"Has ""aws_neptune_cluster""
with ""neptune_cluster_parameter_group_name""

Has ""aws_neptune_cluster_para"
scenario_242,"aws_neptune_subnet_group, aws_subnet, aws_subnet, aws_vpc",3,True,none,NONE,"Has ""aws_vpc""

Has two ""aws_subnet""

Has ""aws_neptune_subnet_group""
with subnet_ids = array with bot"
scenario_243,"aws_neptune_cluster, aws_neptune_cluster_parameter_group, aws_neptune_subnet_group, aws_subnet, aws_subnet, aws_vpc",4,True,none,AC-6,"Has ""aws_vpc""

Has two ""aws_subnet""

Has ""aws_neptune_subnet_group""
with subnet_ids = array with bot"
scenario_244,"aws_neptune_cluster, aws_neptune_cluster_instance, aws_neptune_cluster_parameter_group, aws_neptune_parameter_group",3,True,none,"AC-6, AC-3","Has ""aws_neptune_cluster""
with ""neptune_cluster_parameter_group_name""

Has ""aws_neptune_cluster_para"
scenario_245,"aws_neptune_cluster, aws_neptune_cluster_instance, aws_neptune_cluster_parameter_group, aws_neptune_parameter_group, aws_neptune_subnet_group, aws_subnet, aws_subnet, aws_vpc",5,True,none,"AC-6, AC-3","Has ""aws_neptune_cluster""
with ""neptune_cluster_parameter_group_name""
with ""neptune_cluster_subnet_g"
scenario_246,"aws_chime_voice_connector, aws_chime_voice_connector, aws_chime_voice_connector_group",3,True,none,NONE,"Has one resource ""aws_chime_voice_connector""
with require_encryption=""true""

Has another resource ""a"
scenario_247,"aws_chime_voice_connector, aws_chime_voice_connector, aws_chime_voice_connector_group",3,True,none,NONE,"Has one resource ""aws_chime_voice_connector""
with require_encryption=""true""

Has another resource ""a"
scenario_248,"aws_chime_voice_connector, aws_chime_voice_connector, aws_chime_voice_connector_group",3,True,none,NONE,"Has one resource ""aws_chime_voice_connector""
with require_encryption=""true""

Has another resource ""a"
scenario_249,"aws_chime_voice_connector, aws_chime_voice_connector, aws_chime_voice_connector_group",3,True,none,NONE,"Has one resource ""aws_chime_voice_connector""
with require_encryption=""true""

Has another resource ""a"
scenario_250,"aws_chime_voice_connector, aws_chime_voice_connector_logging",2,True,none,AU-2,"Has one resource ""aws_chime_voice_connector""

Has one resource ""aws_chime_voice_connector_logging""
w"
scenario_251,"aws_chime_voice_connector, aws_chime_voice_connector_logging",2,True,none,AU-2,"Has one resource ""aws_chime_voice_connector""

Has one resource ""aws_chime_voice_connector_logging""
w"
scenario_252,"aws_chime_voice_connector, aws_chime_voice_connector_logging",2,True,none,AU-2,"Has one resource ""aws_chime_voice_connector""
with require_encryption=true

Has one resource ""aws_chi"
scenario_253,"aws_chime_voice_connector, aws_chime_voice_connector_streaming",2,True,none,NONE,"Has one resource ""aws_chime_voice_connector""
with require_encryption=true

Has one resource ""aws_chi"
scenario_254,"aws_chime_voice_connector, aws_chime_voice_connector_streaming",2,True,none,NONE,"Has one resource ""aws_chime_voice_connector""

Has one resource ""aws_chime_voice_connector_streaming"""
